SeniorCitizen,tenure,MonthlyCharges,gender_encoded,Dependents_encoded,PhoneService_encoded,MultipleLines_encoded,Churn_encoded,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,EstimatedTotalCharges,ContractLengthMonths,ServiceCount,IsNewCustomer,TenureGroup_New (0-12mo),TenureGroup_Established (13-24mo),TenureGroup_Loyal (25-48mo),TenureGroup_Very Loyal (49-72mo)
0,0.9447734112318797,1.4862008176603407,0,1,1,1,0,False,True,True,False,False,1.6898056193205229,-0.8468928718521724,1.1537269335129055,0,False,False,False,True
0,1.2326869200408586,-0.2348378663365278,0,0,1,0,0,True,False,True,False,False,0.609018489126595,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
0,0.8213819074566031,0.9462671128770095,0,0,1,0,0,True,False,False,True,False,1.1686565242044986,0.2944852556966482,-0.5469006295001038,0,False,False,False,True
0,1.6028614313666885,1.6211842438561737,1,1,1,0,0,True,False,True,False,False,2.5958441140553425,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
0,-0.9883601479141207,0.3388416949957617,1,0,1,0,0,True,False,True,False,False,-0.7327855902341024,-0.8468928718521724,-0.5469006295001038,0,True,False,False,False
0,0.16329388732179442,0.13636655570201248,1,0,1,0,0,False,True,True,False,False,0.11043187605718972,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
0,0.2455548898386455,-0.5048047187281934,0,0,0,0,1,True,False,True,False,False,-0.15545149080590923,-0.8468928718521724,-2.247528192513113,0,False,False,True,False
0,1.561730930108263,1.3174715349155497,1,1,1,0,0,True,False,False,False,True,2.2627157026611435,1.5396250312044524,-0.5469006295001038,0,False,False,False,True
0,-0.9472296466556952,-0.8760091407667338,0,1,0,0,0,True,False,False,True,False,-0.8584276471211575,0.2944852556966482,-2.247528192513113,0,True,False,False,False
0,0.2455548898386455,-1.550926271745898,0,1,1,1,0,False,True,False,True,False,-0.6903150357934078,0.2944852556966482,1.1537269335129055,0,False,False,True,False
1,-0.782707641621993,-1.550926271745898,1,0,1,1,0,False,True,True,False,False,-0.9115158401720258,-0.8468928718521724,1.1537269335129055,0,False,True,False,False
0,0.7802514061981776,-1.550926271745898,0,1,1,0,0,False,True,True,False,False,-0.5752906175165263,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
1,-0.7415771403635675,0.30509583844680355,0,0,1,0,1,False,True,True,False,False,-0.5376864807721613,-0.8468928718521724,-0.5469006295001038,0,False,True,False,False
0,-0.49479413281301426,1.2837256783665916,1,1,1,0,1,True,False,False,False,True,-0.06918317709824816,1.5396250312044524,-0.5469006295001038,0,False,True,False,False
0,0.7802514061981776,-1.382196989001107,0,1,1,1,0,True,False,True,False,False,-0.46026619923964496,-0.8468928718521724,1.1537269335129055,0,False,False,False,True
0,-1.3174041579815252,-0.7410257145709009,0,0,1,1,1,False,True,True,False,False,-1.0159226198387337,-0.8468928718521724,1.1537269335129055,1,True,False,False,False
0,-1.2351431554646741,0.10262069915305427,1,0,1,1,1,False,True,True,False,False,-0.9438111576113041,-0.8468928718521724,1.1537269335129055,1,True,False,False,False
0,-1.2762736567230997,-0.3698212925323606,1,0,1,0,1,True,False,False,True,False,-0.986724113660756,0.2944852556966482,-0.5469006295001038,1,True,False,False,False
0,1.2326869200408586,-0.8422632842177755,1,1,0,0,0,True,False,False,False,True,0.10733506479588907,1.5396250312044524,-2.247528192513113,0,False,False,False,True
0,-0.042358618970333294,0.7437919735832602,1,0,1,0,0,True,False,True,False,False,0.21041463963632512,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
0,1.561730930108263,-0.6397881449240264,0,0,0,1,0,False,True,False,False,True,0.44090587779884516,1.5396250312044524,-0.5469006295001038,0,False,False,False,True
1,0.20442438858021997,0.30509583844680355,0,0,1,1,1,False,True,True,False,False,0.22545629433407113,-0.8468928718521724,1.1537269335129055,0,False,False,True,False
0,-1.152882152947823,-1.382196989001107,0,0,1,1,0,False,True,True,False,False,-0.9800880895293974,-0.8468928718521724,1.1537269335129055,1,True,False,False,False
0,1.6028614313666885,1.182488108719717,1,0,1,1,0,False,True,False,True,False,2.1817562082585695,0.2944852556966482,1.1537269335129055,0,False,False,False,True
0,0.08103288480494333,0.6425544039363856,0,0,1,0,1,True,False,False,False,True,0.28075649542872566,1.5396250312044524,-0.5469006295001038,0,False,False,True,False
0,1.5206004288498374,0.37258755154471995,1,0,1,1,0,False,True,True,False,False,1.3491563805774511,-0.8468928718521724,1.1537269335129055,0,False,False,False,True
0,-0.12461962148718438,0.9462671128770095,0,0,1,0,0,True,False,True,False,False,0.21218424607135405,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
1,1.561730930108263,-1.382196989001107,1,0,1,1,0,True,False,False,False,True,-0.25012543507995777,1.5396250312044524,1.1537269335129055,0,False,False,False,True
0,1.6028614313666885,1.1149963956218005,1,0,1,0,0,True,False,False,True,False,2.118050376597527,0.2944852556966482,-0.5469006295001038,0,False,False,False,True
0,-0.8238381428804186,-0.8422632842177755,1,1,0,0,0,False,True,True,False,False,-0.7995882331564451,-0.8468928718521724,-2.247528192513113,0,False,True,False,False
0,-0.3302721277793121,-0.13360029668965318,1,1,1,0,0,False,True,True,False,False,-0.3496657970503359,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
0,1.109295416265582,0.2713499818978453,1,1,1,1,0,False,True,True,False,False,0.9288748522580766,-0.8468928718521724,1.1537269335129055,0,False,False,False,True
1,0.6568599024229009,1.216233965268675,0,0,1,0,0,False,True,True,False,False,1.1757349499446144,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
0,-0.7415771403635675,0.3388416949957617,0,1,1,1,0,True,False,False,False,True,-0.5310504566408027,1.5396250312044524,1.1537269335129055,0,False,True,False,False
0,0.039902383546517796,-1.550926271745898,1,0,1,0,0,True,False,True,False,False,-0.7345551966691314,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
0,1.561730930108263,1.1487422521707586,1,1,1,0,0,True,False,True,False,False,2.105663131552325,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
0,1.5206004288498374,1.6211842438561737,0,0,1,0,0,True,False,False,True,False,2.4949765472586924,0.2944852556966482,-0.5469006295001038,0,False,False,False,True
0,1.5206004288498374,-1.415942845550065,0,1,1,0,0,False,True,True,False,False,-0.2921535879118952,-0.8468928718521724,-0.5469006295001038,0,False,False,False,True
0,-1.3174041579815252,1.216233965268675,0,1,1,1,1,True,False,False,False,True,-0.990263326530814,1.5396250312044524,1.1537269335129055,1,True,False,False,False
0,-1.3174041579815252,-0.7072798580219427,1,1,1,0,0,False,True,True,False,False,-1.0154802182299763,-0.8468928718521724,-0.5469006295001038,1,True,False,False,False
1,-1.2351431554646741,0.9800129694259677,1,0,1,0,0,True,False,False,True,False,-0.9093038321282396,0.2944852556966482,-0.5469006295001038,1,True,False,False,False
0,-1.3174041579815252,-1.5846721282948562,1,0,1,0,1,True,False,True,False,False,-1.0269826600576646,-0.8468928718521724,-0.5469006295001038,1,True,False,False,False
0,1.109295416265582,-1.5846721282948562,0,1,1,0,0,False,True,False,True,False,-0.5310504566408027,0.2944852556966482,-0.5469006295001038,0,False,False,False,True
0,1.6028614313666885,-1.415942845550065,1,0,1,1,0,False,True,True,False,False,-0.27091831069154787,-0.8468928718521724,1.1537269335129055,0,False,False,False,True
1,0.9859039124903053,0.13636655570201248,0,0,1,0,0,True,False,False,True,False,0.7297941283173204,0.2944852556966482,-0.5469006295001038,0,False,False,False,True
0,0.08103288480494333,-1.5846721282948562,0,0,1,0,0,True,False,True,False,False,-0.7411912208004899,-0.8468928718521724,-0.5469006295001038,0,False,False,True,False
0,1.6028614313666885,1.7224218135030482,0,0,1,1,0,True,False,False,True,False,2.6914028615469054,0.2944852556966482,1.1537269335129055,0,False,False,False,True
0,1.3972089250745607,-0.4373130056302771,0,0,0,1,0,False,True,False,False,True,0.5355798220728937,1.5396250312044524,-0.5469006295001038,0,False,False,False,True
